                 LAT,                 LON,
          +329834460,         -1172650673,
          +329834453,         -1172650687,
          +329834454,         -1172650685,
          +329834457,         -1172650681,
          +329834458,         -1172650680,
          +329834459,         -1172650677,
          +329834456,         -1172650682,
          +329834455,         -1172650691,
          +329834453,         -1172650699,
          +329834458,         -1172650699,
          +329834465,         -1172650687,
          +329834468,         -1172650679,
          +329834469,         -1172650677,
          +329834460,         -1172650676,
          +329834427,         -1172650671,
          +329834383,         -1172650661,
          +329834335,         -1172650660,
          +329834286,         -1172650675,
          +329834249,         -1172650714,
          +329834221,         -1172650762,
          +329834199,         -1172650812,
          +329834196,         -1172650853,
          +329834180,         -1172650892,
          +329834141,         -1172650925,
          +329834081,         -1172650904,
          +329834020,         -1172650863,
          +329833968,         -1172650821,
          +329833924,         -1172650759,
          +329833902,         -1172650686,
          +329833900,         -1172650622,
          +329833897,         -1172650551,
          +329833904,         -1172650473,
          +329833912,         -1172650394,
          +329833929,         -1172650310,
          +329833950,         -1172650204,
          +329833985,         -1172650104,
          +329834009,         -1172650007,
          +329834043,         -1172649935,
          +329834084,         -1172649854,
          +329834140,         -1172649807,
          +329834200,         -1172649822,
          +329834255,         -1172649849,
          +329834311,         -1172649878,
          +329834370,         -1172649889,
          +329834412,         -1172649918,
          +329834437,         -1172649955,
          +329834465,         -1172649978,
          +329834480,         -1172650036,
          +329834489,         -1172650103,
          +329834472,         -1172650154,
          +329834434,         -1172650193,
          +329834393,         -1172650244,
          +329834347,         -1172650300,
          +329834296,         -1172650349,
          +329834234,         -1172650393,
          +329834166,         -1172650434,
          +329834098,         -1172650462,
          +329833968,         -1172650508,
          +329833937,         -1172650553,
          +329833936,         -1172650607,
          +329833970,         -1172650653,
          +329834029,         -1172650685,
          +329834098,         -1172650687,
          +329834157,         -1172650657,
          +329834213,         -1172650611,
          +329834250,         -1172650555,
          +329834263,         -1172650491,
          +329834267,         -1172650434,
          +329834258,         -1172650371,
          +329834251,         -1172650300,
          +329834241,         -1172650229,
          +329834219,         -1172650156,
          +329834191,         -1172650079,
          +329834167,         -1172650007,
          +329834148,         -1172649926,
          +329834135,         -1172649834,
          +329834144,         -1172649745,
          +329834181,         -1172649666,
          +329834231,         -1172649603,
          +329834293,         -1172649571,
          +329834353,         -1172649588,
          +329834379,         -1172649642,
          +329834383,         -1172649707,
          +329834387,         -1172649776,
          +329834386,         -1172649850,
          +329834386,         -1172649932,
          +329834390,         -1172650004,
          +329834389,         -1172650079,
          +329834399,         -1172650144,
          +329834420,         -1172650182,
          +329834433,         -1172650212,
          +329834438,         -1172650228,
          +329834458,         -1172650225,
          +329834459,         -1172650246,
          +329834455,         -1172650283,
          +329834477,         -1172650333,
          +329834491,         -1172650359,
          +329834493,         -1172650374,
          +329834489,         -1172650382,
          +329834486,         -1172650381,
          +329834484,         -1172650385,
          +329834500,         -1172650384,
          +329834512,         -1172650377,
          +329834516,         -1172650389,
          +329834520,         -1172650402,
          +329834521,         -1172650410,
          +329834522,         -1172650415,
          +329834523,         -1172650410,
          +329834516,         -1172650406,
          +329834510,         -1172650407,
          +329834504,         -1172650409,
          +329834496,         -1172650407,
          +329834493,         -1172650414,
          +329834487,         -1172650424,
          +329834461,         -1172650419,
          +329834442,         -1172650417,
          +329834442,         -1172650425,
          +329834444,         -1172650428,
